,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Time,Payment,cogs,gross margin percentage,gross income,Rating,Day,Date(dd-mm-yyyy),Month
412,412,412,412,412,412,412,468-01-2051,B,Mandalay,Normal,Male,Food and beverages,62.08,7,21.728,456.288,13:46:00,Ewallet,434.56,4.761904762,21.728,5.4,Wednesday,6/3/2019,March
413,413,413,413,413,413,413,836-82-5858,B,Mandalay,Member,Male,Health and beauty,69.37,9,31.2165,655.5465,19:14:00,Ewallet,624.33,4.761904762,31.2165,4.0,Saturday,26-01-2019,January
414,414,414,414,414,414,414,466-61-5506,B,Mandalay,Member,Female,Electronic accessories,90.7,6,27.21,571.41,10:52:00,Cash,544.2,4.761904762,27.21,5.3,Tuesday,26-02-2019,February
415,415,415,415,415,415,415,289-65-5721,B,Mandalay,Normal,Female,Fashion accessories,81.37,2,8.137,170.877,19:28:00,Cash,162.74,4.761904762,8.137,6.5,Saturday,26-01-2019,January
416,416,416,416,416,416,416,545-46-3100,B,Mandalay,Member,Female,Electronic accessories,10.59,3,1.5885,33.3585,13:52:00,Credit card,31.77,4.761904762,1.5885,8.7,Tuesday,12/3/2019,March
417,417,417,417,417,417,417,418-02-5978,B,Mandalay,Normal,Female,Health and beauty,84.09,9,37.8405,794.6505,10:54:00,Cash,756.81,4.761904762,37.8405,8.0,Monday,11/2/2019,February
418,418,418,418,418,418,418,269-04-5750,B,Mandalay,Member,Male,Fashion accessories,73.82,4,14.764,310.044,18:31:00,Cash,295.28,4.761904762,14.764,6.7,Thursday,21-02-2019,February
419,419,419,419,419,419,419,346-84-3103,B,Mandalay,Member,Female,Electronic accessories,13.22,5,3.305,69.405,19:26:00,Cash,66.1,4.761904762,3.305,4.3,Saturday,2/3/2019,March
420,420,420,420,420,420,420,376-02-8238,B,Mandalay,Normal,Male,Home and lifestyle,93.87,8,37.548,788.508,18:42:00,Credit card,750.96,4.761904762,37.548,8.3,Saturday,2/2/2019,February
421,421,421,421,421,421,421,866-05-7563,B,Mandalay,Member,Female,Electronic accessories,81.4,3,12.21,256.41,19:43:00,Cash,244.2,4.761904762,12.21,4.8,Saturday,9/2/2019,February
422,422,422,422,422,422,422,785-13-7708,B,Mandalay,Normal,Male,Food and beverages,73.06,7,25.571,536.991,19:06:00,Credit card,511.42,4.761904762,25.571,4.2,Monday,14-01-2019,January
423,423,423,423,423,423,423,845-51-0542,B,Mandalay,Member,Male,Food and beverages,46.55,9,20.9475,439.8975,15:34:00,Ewallet,418.95,4.761904762,20.9475,6.4,Saturday,2/2/2019,February
424,424,424,424,424,424,424,110-48-7033,B,Mandalay,Member,Male,Fashion accessories,32.62,4,6.524,137.004,14:12:00,Cash,130.48,4.761904762,6.524,9.0,Tuesday,29-01-2019,January
425,425,425,425,425,425,425,655-85-5130,B,Mandalay,Member,Female,Fashion accessories,38.3,4,7.66,160.86,19:22:00,Cash,153.2,4.761904762,7.66,5.7,Wednesday,13-03-2019,March
426,426,426,426,426,426,426,154-74-7179,B,Mandalay,Normal,Male,Sports and travel,54.45,1,2.7225,57.1725,19:24:00,Ewallet,54.45,4.761904762,2.7225,7.9,Tuesday,26-02-2019,February
427,427,427,427,427,427,427,571-94-0759,B,Mandalay,Member,Female,Food and beverages,74.6,10,37.3,783.3,20:55:00,Cash,746.0,4.761904762,37.3,9.5,Tuesday,8/1/2019,January
428,428,428,428,428,428,428,783-09-1637,B,Mandalay,Normal,Female,Sports and travel,67.43,5,16.8575,354.0075,18:13:00,Ewallet,337.15,4.761904762,16.8575,6.3,Wednesday,6/3/2019,March
429,429,429,429,429,429,429,477-24-6490,B,Mandalay,Normal,Female,Health and beauty,99.71,6,29.913,628.173,16:52:00,Ewallet,598.26,4.761904762,29.913,7.9,Tuesday,26-02-2019,February
430,430,430,430,430,430,430,566-19-5475,B,Mandalay,Normal,Male,Fashion accessories,47.97,7,16.7895,352.5795,20:52:00,Cash,335.79,4.761904762,16.7895,6.2,Monday,7/1/2019,January
431,431,431,431,431,431,431,498-41-1961,B,Mandalay,Normal,Male,Health and beauty,66.68,5,16.67,350.07,18:01:00,Cash,333.4,4.761904762,16.67,7.6,Wednesday,20-02-2019,February
432,432,432,432,432,432,432,283-79-9594,B,Mandalay,Normal,Female,Food and beverages,48.51,7,16.9785,356.5485,13:30:00,Credit card,339.57,4.761904762,16.9785,5.2,Friday,25-01-2019,January
433,433,433,433,433,433,433,139-20-0155,B,Mandalay,Member,Male,Electronic accessories,40.3,10,20.15,423.15,17:37:00,Credit card,403.0,4.761904762,20.15,7.0,Thursday,24-01-2019,January
434,434,434,434,434,434,434,585-03-5943,B,Mandalay,Normal,Male,Health and beauty,18.11,10,9.055,190.155,11:46:00,Ewallet,181.1,4.761904762,9.055,5.9,Wednesday,13-03-2019,March
435,435,435,435,435,435,435,573-10-3877,B,Mandalay,Member,Male,Health and beauty,39.01,1,1.9505,40.9605,16:46:00,Credit card,39.01,4.761904762,1.9505,4.7,Tuesday,12/3/2019,March
436,436,436,436,436,436,436,396-90-2219,B,Mandalay,Normal,Female,Electronic accessories,14.96,8,5.984,125.664,12:29:00,Cash,119.68,4.761904762,5.984,8.6,Saturday,23-02-2019,February
437,437,437,437,437,437,437,532-59-7201,B,Mandalay,Member,Male,Sports and travel,79.93,6,23.979,503.559,14:04:00,Cash,479.58,4.761904762,23.979,5.5,Thursday,31-01-2019,January
438,438,438,438,438,438,438,276-54-0879,B,Mandalay,Normal,Male,Sports and travel,97.74,4,19.548,410.508,19:53:00,Ewallet,390.96,4.761904762,19.548,6.4,Tuesday,12/3/2019,March
439,439,439,439,439,439,439,730-61-8757,B,Mandalay,Member,Male,Health and beauty,51.13,4,10.226,214.746,10:11:00,Credit card,204.52,4.761904762,10.226,4.0,Friday,25-01-2019,January
440,440,440,440,440,440,440,868-81-1752,B,Mandalay,Normal,Male,Home and lifestyle,22.02,9,9.909,208.089,18:48:00,Cash,198.18,4.761904762,9.909,6.8,Thursday,7/2/2019,February
441,441,441,441,441,441,441,692-27-8933,B,Mandalay,Normal,Female,Sports and travel,57.95,6,17.385,365.085,13:02:00,Cash,347.7,4.761904762,17.385,5.2,Sunday,24-02-2019,February
442,442,442,442,442,442,442,374-17-3652,B,Mandalay,Member,Female,Food and beverages,42.82,9,19.269,404.649,15:26:00,Credit card,385.38,4.761904762,19.269,8.9,Tuesday,5/2/2019,February
443,443,443,443,443,443,443,378-07-7001,B,Mandalay,Member,Male,Electronic accessories,48.09,3,7.2135,151.4835,18:23:00,Credit card,144.27,4.761904762,7.2135,7.8,Sunday,10/2/2019,February
444,444,444,444,444,444,444,433-75-6987,B,Mandalay,Member,Female,Health and beauty,55.97,7,19.5895,411.3795,19:06:00,Ewallet,391.79,4.761904762,19.5895,8.9,Tuesday,5/3/2019,March
445,445,445,445,445,445,445,873-95-4984,B,Mandalay,Member,Female,Health and beauty,76.9,7,26.915,565.215,20:21:00,Cash,538.3,4.761904762,26.915,7.7,Friday,15-02-2019,February
446,446,446,446,446,446,446,400-45-1220,B,Mandalay,Normal,Female,Health and beauty,13.5,10,6.75,141.75,11:06:00,Credit card,135.0,4.761904762,6.75,4.8,Wednesday,27-02-2019,February
447,447,447,447,447,447,447,115-99-4379,B,Mandalay,Member,Female,Fashion accessories,54.73,7,19.1555,402.2655,19:02:00,Credit card,383.11,4.761904762,19.1555,8.5,Thursday,14-03-2019,March
448,448,448,448,448,448,448,565-67-6697,B,Mandalay,Member,Male,Home and lifestyle,27.0,9,12.15,255.15,14:16:00,Cash,243.0,4.761904762,12.15,4.8,Saturday,2/3/2019,March
449,449,449,449,449,449,449,889-04-9723,B,Mandalay,Member,Female,Food and beverages,89.14,4,17.828,374.388,12:20:00,Credit card,356.56,4.761904762,17.828,7.8,Monday,7/1/2019,January
450,450,450,450,450,450,450,453-63-6187,B,Mandalay,Normal,Male,Electronic accessories,27.5,3,4.125,86.625,15:40:00,Ewallet,82.5,4.761904762,4.125,6.5,Friday,1/3/2019,March
451,451,451,451,451,451,451,578-80-7669,B,Mandalay,Normal,Male,Sports and travel,74.97,1,3.7485,78.7185,16:58:00,Cash,74.97,4.761904762,3.7485,5.6,Saturday,16-03-2019,March
452,452,452,452,452,452,452,201-86-2184,B,Mandalay,Member,Female,Electronic accessories,26.26,7,9.191,193.011,19:40:00,Cash,183.82,4.761904762,9.191,9.9,Saturday,2/2/2019,February
453,453,453,453,453,453,453,261-12-8671,B,Mandalay,Normal,Female,Fashion accessories,60.96,2,6.096,128.016,19:39:00,Credit card,121.92,4.761904762,6.096,4.9,Friday,25-01-2019,January
454,454,454,454,454,454,454,843-01-4703,B,Mandalay,Member,Female,Home and lifestyle,35.38,9,15.921,334.341,19:50:00,Credit card,318.42,4.761904762,15.921,9.6,Saturday,5/1/2019,January
455,455,455,455,455,455,455,182-69-8360,B,Mandalay,Normal,Female,Electronic accessories,23.65,4,4.73,99.33,13:32:00,Credit card,94.6,4.761904762,4.73,4.0,Wednesday,30-01-2019,January
456,456,456,456,456,456,456,868-52-7573,B,Mandalay,Normal,Female,Food and beverages,99.69,5,24.9225,523.3725,12:09:00,Cash,498.45,4.761904762,24.9225,9.9,Monday,14-01-2019,January
457,457,457,457,457,457,457,525-88-7307,B,Mandalay,Member,Male,Sports and travel,75.82,1,3.791,79.611,13:19:00,Cash,75.82,4.761904762,3.791,5.8,Thursday,31-01-2019,January
458,458,458,458,458,458,458,596-42-3999,B,Mandalay,Normal,Male,Food and beverages,18.22,7,6.377,133.917,14:04:00,Credit card,127.54,4.761904762,6.377,6.6,Sunday,10/3/2019,March
459,459,459,459,459,459,459,173-82-9529,B,Mandalay,Normal,Female,Fashion accessories,37.95,10,18.975,398.475,14:51:00,Cash,379.5,4.761904762,18.975,9.7,Saturday,26-01-2019,January
460,460,460,460,460,460,460,760-54-1821,B,Mandalay,Normal,Male,Home and lifestyle,13.59,9,6.1155,128.4255,10:26:00,Cash,122.31,4.761904762,6.1155,5.8,Friday,15-03-2019,March
461,461,461,461,461,461,461,793-10-3222,B,Mandalay,Member,Female,Health and beauty,41.06,6,12.318,258.678,13:30:00,Credit card,246.36,4.761904762,12.318,8.3,Tuesday,5/3/2019,March
462,462,462,462,462,462,462,346-12-3257,B,Mandalay,Member,Male,Electronic accessories,19.24,9,8.658,181.818,16:28:00,Cash,173.16,4.761904762,8.658,8.0,Monday,4/3/2019,March
463,463,463,463,463,463,463,831-64-0259,B,Mandalay,Normal,Female,Fashion accessories,39.75,5,9.9375,208.6875,10:43:00,Ewallet,198.75,4.761904762,9.9375,9.6,Friday,22-02-2019,February
464,464,464,464,464,464,464,725-32-9708,B,Mandalay,Member,Female,Fashion accessories,68.71,4,13.742,288.582,19:01:00,Cash,274.84,4.761904762,13.742,4.1,Friday,4/1/2019,January
465,465,465,465,465,465,465,244-08-0162,B,Mandalay,Normal,Female,Health and beauty,34.21,10,17.105,359.205,13:00:00,Cash,342.1,4.761904762,17.105,5.1,Wednesday,2/1/2019,January
466,466,466,466,466,466,466,569-71-4390,B,Mandalay,Normal,Male,Sports and travel,21.87,2,2.187,45.927,14:29:00,Ewallet,43.74,4.761904762,2.187,6.9,Friday,25-01-2019,January
467,467,467,467,467,467,467,268-03-6164,B,Mandalay,Normal,Male,Health and beauty,96.11,1,4.8055,100.9155,16:28:00,Ewallet,96.11,4.761904762,4.8055,7.8,Friday,25-01-2019,January
468,468,468,468,468,468,468,848-07-1692,B,Mandalay,Normal,Female,Health and beauty,57.22,2,5.722,120.162,17:13:00,Ewallet,114.44,4.761904762,5.722,8.3,Saturday,12/1/2019,January
469,469,469,469,469,469,469,301-81-8610,B,Mandalay,Member,Male,Fashion accessories,25.42,8,10.168,213.528,19:42:00,Credit card,203.36,4.761904762,10.168,6.7,Tuesday,19-03-2019,March
470,470,470,470,470,470,470,198-84-7132,B,Mandalay,Member,Male,Fashion accessories,40.61,9,18.2745,383.7645,13:40:00,Cash,365.49,4.761904762,18.2745,7.0,Wednesday,2/1/2019,January
471,471,471,471,471,471,471,650-98-6268,B,Mandalay,Member,Female,Food and beverages,20.87,3,3.1305,65.7405,13:53:00,Credit card,62.61,4.761904762,3.1305,8.0,Wednesday,20-03-2019,March
472,472,472,472,472,472,472,741-73-3559,B,Mandalay,Normal,Male,Sports and travel,67.27,5,16.8175,353.1675,17:27:00,Cash,336.35,4.761904762,16.8175,6.9,Wednesday,27-02-2019,February
473,473,473,473,473,473,473,286-75-7818,B,Mandalay,Normal,Male,Fashion accessories,69.08,2,6.908,145.068,19:48:00,Credit card,138.16,4.761904762,6.908,6.9,Thursday,31-01-2019,January
474,474,474,474,474,474,474,616-87-0016,B,Mandalay,Normal,Male,Fashion accessories,95.54,7,33.439,702.219,14:36:00,Credit card,668.78,4.761904762,33.439,9.6,Saturday,9/3/2019,March
475,475,475,475,475,475,475,837-55-7229,B,Mandalay,Normal,Female,Fashion accessories,47.44,1,2.372,49.812,18:19:00,Credit card,47.44,4.761904762,2.372,6.8,Friday,22-02-2019,February
476,476,476,476,476,476,476,394-30-3170,B,Mandalay,Member,Female,Sports and travel,88.43,8,35.372,742.812,19:35:00,Credit card,707.44,4.761904762,35.372,4.3,Friday,22-03-2019,March
477,477,477,477,477,477,477,390-80-5128,B,Mandalay,Member,Female,Health and beauty,19.15,1,0.9575,20.1075,17:58:00,Credit card,19.15,4.761904762,0.9575,9.5,Monday,28-01-2019,January
478,478,478,478,478,478,478,296-11-7041,B,Mandalay,Member,Female,Health and beauty,27.07,1,1.3535,28.4235,20:07:00,Credit card,27.07,4.761904762,1.3535,5.3,Saturday,12/1/2019,January
479,479,479,479,479,479,479,449-27-2918,B,Mandalay,Member,Female,Sports and travel,39.12,1,1.956,41.076,11:02:00,Credit card,39.12,4.761904762,1.956,9.6,Tuesday,26-03-2019,March
480,480,480,480,480,480,480,891-01-7034,B,Mandalay,Normal,Female,Electronic accessories,74.71,6,22.413,470.673,19:07:00,Cash,448.26,4.761904762,22.413,6.7,Tuesday,1/1/2019,January
481,481,481,481,481,481,481,744-09-5786,B,Mandalay,Normal,Male,Electronic accessories,22.01,6,6.603,138.663,18:50:00,Cash,132.06,4.761904762,6.603,7.6,Wednesday,2/1/2019,January
482,482,482,482,482,482,482,767-54-1907,B,Mandalay,Member,Female,Fashion accessories,29.56,5,7.39,155.19,16:59:00,Cash,147.8,4.761904762,7.39,6.9,Wednesday,13-02-2019,February
483,483,483,483,483,483,483,710-46-4433,B,Mandalay,Member,Female,Food and beverages,77.4,9,34.83,731.43,14:15:00,Credit card,696.6,4.761904762,34.83,4.5,Friday,15-02-2019,February
484,484,484,484,484,484,484,533-33-5337,B,Mandalay,Normal,Male,Electronic accessories,79.39,10,39.695,833.595,20:24:00,Cash,793.9,4.761904762,39.695,6.2,Thursday,7/2/2019,February
485,485,485,485,485,485,485,234-03-4040,B,Mandalay,Member,Female,Food and beverages,73.05,10,36.525,767.025,12:25:00,Credit card,730.5,4.761904762,36.525,8.7,Sunday,3/3/2019,March
486,486,486,486,486,486,486,554-53-3790,B,Mandalay,Normal,Male,Sports and travel,37.02,6,11.106,233.226,18:33:00,Cash,222.12,4.761904762,11.106,4.5,Friday,22-03-2019,March
487,487,487,487,487,487,487,731-59-7531,B,Mandalay,Member,Male,Health and beauty,72.57,8,29.028,609.588,17:58:00,Cash,580.56,4.761904762,29.028,4.6,Saturday,30-03-2019,March
488,488,488,488,488,488,488,701-69-8742,B,Mandalay,Normal,Male,Sports and travel,34.37,10,17.185,360.885,10:11:00,Ewallet,343.7,4.761904762,17.185,6.7,Saturday,16-03-2019,March
489,489,489,489,489,489,489,305-18-3552,B,Mandalay,Member,Male,Home and lifestyle,60.38,10,30.19,633.99,16:19:00,Cash,603.8,4.761904762,30.19,6.0,Tuesday,12/2/2019,February
490,490,490,490,490,490,490,438-01-4015,B,Mandalay,Member,Female,Sports and travel,49.49,4,9.898,207.858,15:25:00,Ewallet,197.96,4.761904762,9.898,6.6,Thursday,21-03-2019,March
491,491,491,491,491,491,491,709-58-4068,B,Mandalay,Normal,Female,Fashion accessories,41.09,10,20.545,431.445,14:42:00,Cash,410.9,4.761904762,20.545,7.3,Thursday,28-02-2019,February
492,492,492,492,492,492,492,627-95-3243,B,Mandalay,Member,Female,Home and lifestyle,77.68,9,34.956,734.076,13:21:00,Ewallet,699.12,4.761904762,34.956,9.8,Monday,4/2/2019,February
493,493,493,493,493,493,493,686-41-0932,B,Mandalay,Normal,Female,Fashion accessories,34.7,2,3.47,72.87,19:48:00,Ewallet,69.4,4.761904762,3.47,8.2,Wednesday,13-03-2019,March
494,494,494,494,494,494,494,608-04-3797,B,Mandalay,Member,Female,Health and beauty,25.32,8,10.128,212.688,20:24:00,Ewallet,202.56,4.761904762,10.128,8.7,Tuesday,5/3/2019,March
495,495,495,495,495,495,495,437-53-3084,B,Mandalay,Normal,Male,Fashion accessories,99.89,2,9.989,209.769,11:48:00,Ewallet,199.78,4.761904762,9.989,7.1,Tuesday,26-02-2019,February
496,496,496,496,496,496,496,632-32-4574,B,Mandalay,Normal,Male,Sports and travel,75.92,8,30.368,637.728,14:14:00,Cash,607.36,4.761904762,30.368,5.5,Wednesday,20-03-2019,March
497,497,497,497,497,497,497,401-18-8016,B,Mandalay,Member,Female,Sports and travel,98.13,1,4.9065,103.0365,17:36:00,Cash,98.13,4.761904762,4.9065,8.9,Monday,21-01-2019,January
498,498,498,498,498,498,498,277-63-2961,B,Mandalay,Member,Male,Sports and travel,73.97,1,3.6985,77.6685,15:53:00,Credit card,73.97,4.761904762,3.6985,5.4,Sunday,3/2/2019,February
499,499,499,499,499,499,499,282-35-2475,B,Mandalay,Normal,Female,Sports and travel,93.31,2,9.331,195.951,17:53:00,Cash,186.62,4.761904762,9.331,6.3,Monday,25-03-2019,March
500,500,500,500,500,500,500,511-54-3087,B,Mandalay,Normal,Male,Sports and travel,88.45,1,4.4225,92.8725,16:36:00,Credit card,88.45,4.761904762,4.4225,9.5,Monday,25-02-2019,February
501,501,501,501,501,501,501,387-49-4215,B,Mandalay,Member,Female,Sports and travel,48.5,3,7.275,152.775,12:50:00,Cash,145.5,4.761904762,7.275,6.7,Tuesday,8/1/2019,January
502,502,502,502,502,502,502,862-17-9201,B,Mandalay,Normal,Female,Food and beverages,84.05,6,25.215,529.515,10:48:00,Credit card,504.3,4.761904762,25.215,7.7,Tuesday,29-01-2019,January
503,503,503,503,503,503,503,291-21-5991,B,Mandalay,Member,Male,Health and beauty,61.29,5,15.3225,321.7725,14:28:00,Cash,306.45,4.761904762,15.3225,7.0,Friday,29-03-2019,March
504,504,504,504,504,504,504,347-72-6115,B,Mandalay,Member,Female,Sports and travel,90.74,7,31.759,666.939,18:03:00,Credit card,635.18,4.761904762,31.759,6.2,Wednesday,16-01-2019,January
505,505,505,505,505,505,505,425-85-2085,B,Mandalay,Member,Male,Health and beauty,54.86,5,13.715,288.015,16:48:00,Ewallet,274.3,4.761904762,13.715,9.8,Friday,29-03-2019,March
506,506,506,506,506,506,506,734-91-1155,B,Mandalay,Normal,Female,Electronic accessories,45.71,3,6.8565,143.9865,10:34:00,Credit card,137.13,4.761904762,6.8565,7.7,Tuesday,26-03-2019,March
507,507,507,507,507,507,507,286-62-6248,B,Mandalay,Normal,Male,Fashion accessories,39.21,4,7.842,164.682,20:03:00,Credit card,156.84,4.761904762,7.842,9.0,Wednesday,16-01-2019,January
508,508,508,508,508,508,508,339-38-9982,B,Mandalay,Member,Male,Fashion accessories,59.86,2,5.986,125.706,14:55:00,Ewallet,119.72,4.761904762,5.986,6.7,Sunday,13-01-2019,January
509,509,509,509,509,509,509,827-44-5872,B,Mandalay,Member,Female,Food and beverages,54.36,10,27.18,570.78,11:28:00,Credit card,543.6,4.761904762,27.18,6.1,Thursday,7/2/2019,February
510,510,510,510,510,510,510,857-67-9057,B,Mandalay,Normal,Male,Electronic accessories,22.95,10,11.475,240.975,19:20:00,Ewallet,229.5,4.761904762,11.475,8.2,Wednesday,6/2/2019,February
511,511,511,511,511,511,511,339-12-4827,B,Mandalay,Member,Female,Fashion accessories,73.96,1,3.698,77.658,11:32:00,Credit card,73.96,4.761904762,3.698,5.0,Saturday,5/1/2019,January
512,512,512,512,512,512,512,173-50-1108,B,Mandalay,Member,Female,Sports and travel,20.18,4,4.036,84.756,12:14:00,Credit card,80.72,4.761904762,4.036,5.0,Wednesday,13-02-2019,February
513,513,513,513,513,513,513,841-18-8232,B,Mandalay,Normal,Female,Food and beverages,71.2,1,3.56,74.76,20:40:00,Credit card,71.2,4.761904762,3.56,9.2,Saturday,5/1/2019,January
514,514,514,514,514,514,514,701-23-5550,B,Mandalay,Member,Male,Home and lifestyle,38.81,4,7.762,163.002,13:40:00,Ewallet,155.24,4.761904762,7.762,4.9,Tuesday,19-03-2019,March
515,515,515,515,515,515,515,539-21-7227,B,Mandalay,Normal,Female,Sports and travel,51.54,5,12.885,270.585,17:45:00,Cash,257.7,4.761904762,12.885,4.2,Saturday,26-01-2019,January
516,516,516,516,516,516,516,747-58-7183,B,Mandalay,Normal,Male,Fashion accessories,57.27,3,8.5905,180.4005,20:31:00,Ewallet,171.81,4.761904762,8.5905,6.5,Saturday,9/2/2019,February
517,517,517,517,517,517,517,582-52-8065,B,Mandalay,Normal,Female,Fashion accessories,54.31,9,24.4395,513.2295,10:49:00,Cash,488.79,4.761904762,24.4395,8.9,Friday,22-02-2019,February
518,518,518,518,518,518,518,210-57-1719,B,Mandalay,Normal,Female,Health and beauty,58.24,9,26.208,550.368,12:34:00,Cash,524.16,4.761904762,26.208,9.7,Tuesday,5/2/2019,February
519,519,519,519,519,519,519,356-44-8813,B,Mandalay,Normal,Male,Home and lifestyle,37.48,3,5.622,118.062,13:45:00,Credit card,112.44,4.761904762,5.622,7.7,Sunday,20-01-2019,January
520,520,520,520,520,520,520,198-66-9832,B,Mandalay,Member,Female,Fashion accessories,72.04,2,7.204,151.284,19:38:00,Cash,144.08,4.761904762,7.204,9.5,Monday,4/2/2019,February
521,521,521,521,521,521,521,174-75-0888,B,Mandalay,Normal,Male,Electronic accessories,21.58,9,9.711,203.931,12:32:00,Cash,194.22,4.761904762,9.711,7.3,Thursday,14-03-2019,March
522,522,522,522,522,522,522,134-54-4720,B,Mandalay,Normal,Female,Electronic accessories,42.42,8,16.968,356.328,13:58:00,Ewallet,339.36,4.761904762,16.968,5.7,Wednesday,30-01-2019,January
523,523,523,523,523,523,523,514-37-2845,B,Mandalay,Normal,Male,Fashion accessories,99.25,2,9.925,208.425,13:02:00,Cash,198.5,4.761904762,9.925,9.0,Wednesday,20-03-2019,March
524,524,524,524,524,524,524,241-11-2261,B,Mandalay,Normal,Female,Fashion accessories,79.86,7,27.951,586.971,10:33:00,Credit card,559.02,4.761904762,27.951,5.5,Thursday,10/1/2019,January
525,525,525,525,525,525,525,834-83-1826,B,Mandalay,Member,Female,Home and lifestyle,82.04,5,20.51,430.71,17:16:00,Credit card,410.2,4.761904762,20.51,7.6,Monday,25-02-2019,February
526,526,526,526,526,526,526,343-61-3544,B,Mandalay,Member,Male,Sports and travel,26.67,10,13.335,280.035,11:48:00,Cash,266.7,4.761904762,13.335,8.6,Tuesday,29-01-2019,January
527,527,527,527,527,527,527,355-34-6244,B,Mandalay,Normal,Male,Food and beverages,72.39,2,7.239,152.019,19:55:00,Credit card,144.78,4.761904762,7.239,8.1,Sunday,13-01-2019,January
528,528,528,528,528,528,528,339-96-8318,B,Mandalay,Member,Male,Fashion accessories,81.31,7,28.4585,597.6285,19:49:00,Ewallet,569.17,4.761904762,28.4585,6.3,Friday,1/3/2019,March
529,529,529,529,529,529,529,458-61-0011,B,Mandalay,Normal,Male,Food and beverages,60.3,4,12.06,253.26,18:43:00,Cash,241.2,4.761904762,12.06,5.8,Wednesday,20-02-2019,February
530,530,530,530,530,530,530,207-73-1363,B,Mandalay,Normal,Male,Health and beauty,69.51,2,6.951,145.971,12:15:00,Ewallet,139.02,4.761904762,6.951,8.1,Friday,1/3/2019,March
531,531,531,531,531,531,531,359-90-3665,B,Mandalay,Member,Female,Fashion accessories,18.08,4,3.616,75.936,18:03:00,Credit card,72.32,4.761904762,3.616,9.5,Monday,14-01-2019,January
532,532,532,532,532,532,532,375-72-3056,B,Mandalay,Normal,Male,Sports and travel,63.06,3,9.459,198.639,15:58:00,Ewallet,189.18,4.761904762,9.459,7.0,Saturday,19-01-2019,January
533,533,533,533,533,533,533,585-11-6748,B,Mandalay,Member,Male,Sports and travel,96.8,3,14.52,304.92,13:05:00,Cash,290.4,4.761904762,14.52,5.3,Friday,15-03-2019,March
534,534,534,534,534,534,534,470-31-3286,B,Mandalay,Normal,Male,Health and beauty,14.82,3,2.223,46.683,11:30:00,Credit card,44.46,4.761904762,2.223,8.7,Friday,1/3/2019,March
535,535,535,535,535,535,535,642-30-6693,B,Mandalay,Normal,Female,Sports and travel,54.51,6,16.353,343.413,13:54:00,Ewallet,327.06,4.761904762,16.353,7.8,Sunday,17-03-2019,March
536,536,536,536,536,536,536,830-58-2383,B,Mandalay,Normal,Male,Home and lifestyle,31.75,4,6.35,133.35,15:26:00,Cash,127.0,4.761904762,6.35,8.6,Friday,8/2/2019,February
537,537,537,537,537,537,537,349-97-8902,B,Mandalay,Member,Male,Food and beverages,57.89,2,5.789,121.569,10:37:00,Ewallet,115.78,4.761904762,5.789,8.9,Thursday,17-01-2019,January
538,538,538,538,538,538,538,789-23-8625,B,Mandalay,Member,Male,Fashion accessories,93.22,3,13.983,293.643,11:45:00,Cash,279.66,4.761904762,13.983,7.2,Thursday,24-01-2019,January
539,539,539,539,539,539,539,327-40-9673,B,Mandalay,Member,Male,Sports and travel,72.6,6,21.78,457.38,19:51:00,Cash,435.6,4.761904762,21.78,6.9,Sunday,13-01-2019,January
540,540,540,540,540,540,540,670-79-6321,B,Mandalay,Member,Female,Home and lifestyle,94.59,7,33.1065,695.2365,15:27:00,Credit card,662.13,4.761904762,33.1065,4.9,Thursday,17-01-2019,January
541,541,541,541,541,541,541,852-62-7105,B,Mandalay,Normal,Female,Fashion accessories,83.25,10,41.625,874.125,11:25:00,Credit card,832.5,4.761904762,41.625,4.4,Saturday,12/1/2019,January
542,542,542,542,542,542,542,598-06-7312,B,Mandalay,Member,Male,Fashion accessories,91.35,1,4.5675,95.9175,15:42:00,Cash,91.35,4.761904762,4.5675,6.8,Saturday,16-02-2019,February
543,543,543,543,543,543,543,135-13-8269,B,Mandalay,Member,Female,Food and beverages,78.88,2,7.888,165.648,16:04:00,Cash,157.76,4.761904762,7.888,9.1,Saturday,26-01-2019,January
544,544,544,544,544,544,544,628-90-8624,B,Mandalay,Member,Male,Health and beauty,82.58,10,41.29,867.09,14:41:00,Cash,825.8,4.761904762,41.29,5.0,Thursday,14-03-2019,March
545,545,545,545,545,545,545,420-04-7590,B,Mandalay,Normal,Male,Home and lifestyle,99.7,3,14.955,314.055,11:29:00,Ewallet,299.1,4.761904762,14.955,4.7,Monday,18-03-2019,March
546,546,546,546,546,546,546,182-88-2763,B,Mandalay,Member,Male,Food and beverages,79.91,3,11.9865,251.7165,19:28:00,Credit card,239.73,4.761904762,11.9865,5.0,Wednesday,20-03-2019,March
547,547,547,547,547,547,547,188-55-0967,B,Mandalay,Member,Male,Health and beauty,66.47,10,33.235,697.935,15:01:00,Credit card,664.7,4.761904762,33.235,5.0,Tuesday,15-01-2019,January
548,548,548,548,548,548,548,364-33-8584,B,Mandalay,Member,Female,Food and beverages,17.63,5,4.4075,92.5575,15:27:00,Cash,88.15,4.761904762,4.4075,8.5,Friday,8/3/2019,March
